model_name,model_family,company_creator,official_website,model_category,release_date,input_modalities,output_modalities,context_window,open_weights_status,license,huggingface_url,github_url,logo_url,description,quality_score
esmfold_v1,esmfold_v1,facebook,https://huggingface.co/facebook/esmfold_v1,General ML,2022-11-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/esmfold_v1,,,esmfold_v1 is an AI model developed by facebook for general ML tasks.,80
mmarco-mMiniLMv2-L12-H384-v1,mmarco,cross-encoder,https://huggingface.co/cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,text-ranking,2022-06-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,,,mmarco-mMiniLMv2-L12-H384-v1 is an AI model developed by cross-encoder for text-ranking.,80
koelectra-small-v3-nsmc,koelectra,daekeun-ml,https://huggingface.co/daekeun-ml/koelectra-small-v3-nsmc,text-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/daekeun-ml/koelectra-small-v3-nsmc,,,koelectra-small-v3-nsmc is an AI model developed by daekeun-ml for text-classification.,80
embeddinggemma-300m,embeddinggemma,google,https://huggingface.co/google/embeddinggemma-300m,sentence-similarity,2025-07-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/embeddinggemma-300m,,,embeddinggemma-300m is an AI model developed by google for sentence-similarity.,80
Qwen3.5-35B-A3B,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,image-text-to-text,2026-02-24,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,,,Qwen3.5-35B-A3B is an AI model developed by Qwen for image-text-to-text.,80
Qwen3.5-27B,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-27B,image-text-to-text,2026-02-24,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.5-27B,,,Qwen3.5-27B is an AI model developed by Qwen for image-text-to-text.,80
chronos-bolt-base,chronos,autogluon,https://huggingface.co/autogluon/chronos-bolt-base,time-series-forecasting,2024-11-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/autogluon/chronos-bolt-base,,,chronos-bolt-base is an AI model developed by autogluon for time-series-forecasting.,80
nomic-embed-text-v2-moe,nomic,nomic-ai,https://huggingface.co/nomic-ai/nomic-embed-text-v2-moe,sentence-similarity,2025-02-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/nomic-ai/nomic-embed-text-v2-moe,,,nomic-embed-text-v2-moe is an AI model developed by nomic-ai for sentence-similarity.,80
docling-models,docling,docling-project,https://huggingface.co/docling-project/docling-models,General ML,2024-07-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/docling-project/docling-models,,,docling-models is an AI model developed by docling-project for general ML tasks.,80
Qwen2-VL-2B-Instruct,Qwen2,Qwen,https://huggingface.co/Qwen/Qwen2-VL-2B-Instruct,image-text-to-text,2024-08-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2-VL-2B-Instruct,,,Qwen2-VL-2B-Instruct is an AI model developed by Qwen for image-text-to-text.,80
distilgpt2,distilgpt2,distilbert,https://huggingface.co/distilbert/distilgpt2,text-generation,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/distilbert/distilgpt2,,,distilgpt2 is an AI model developed by distilbert for text-generation.,80
Qwen3.6-27B-NVFP4,Qwen3.6,unsloth,https://huggingface.co/unsloth/Qwen3.6-27B-NVFP4,image-text-to-text,2026-04-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/unsloth/Qwen3.6-27B-NVFP4,,,Qwen3.6-27B-NVFP4 is an AI model developed by unsloth for image-text-to-text.,80
segmentation,segmentation,pyannote,https://huggingface.co/pyannote/segmentation,voice-activity-detection,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/pyannote/segmentation,,,segmentation is an AI model developed by pyannote for voice-activity-detection.,80
musicgen-medium,musicgen,facebook,https://huggingface.co/facebook/musicgen-medium,text-to-audio,2023-06-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/musicgen-medium,,,musicgen-medium is an AI model developed by facebook for text-to-audio.,80
siglip-base-patch16-224,siglip,google,https://huggingface.co/google/siglip-base-patch16-224,zero-shot-image-classification,2023-09-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/siglip-base-patch16-224,,,siglip-base-patch16-224 is an AI model developed by google for zero-shot-image-classification.,80
TRELLIS.2-4B,TRELLIS.2,microsoft,https://huggingface.co/microsoft/TRELLIS.2-4B,image-to-3d,2025-12-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/microsoft/TRELLIS.2-4B,,,TRELLIS.2-4B is an AI model developed by microsoft for image-to-3d.,80
jina-embeddings-v3,jina,jinaai,https://huggingface.co/jinaai/jina-embeddings-v3,feature-extraction,2024-09-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/jinaai/jina-embeddings-v3,,,jina-embeddings-v3 is an AI model developed by jinaai for feature-extraction.,80
GLM-OCR,GLM,zai-org,https://huggingface.co/zai-org/GLM-OCR,image-to-text,2026-01-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/zai-org/GLM-OCR,,,GLM-OCR is an AI model developed by zai-org for image-to-text.,80
resnet50.a1_in1k,resnet50.a1_in1k,timm,https://huggingface.co/timm/resnet50.a1_in1k,image-classification,2023-04-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/timm/resnet50.a1_in1k,,,resnet50.a1_in1k is an AI model developed by timm for image-classification.,80
DeepSeek-V3.2,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V3.2,text-generation,2025-12-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-V3.2,,,DeepSeek-V3.2 is an AI model developed by deepseek-ai for text-generation.,80
romanian-wav2vec2,romanian,gigant,https://huggingface.co/gigant/romanian-wav2vec2,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/gigant/romanian-wav2vec2,,,romanian-wav2vec2 is an AI model developed by gigant for automatic-speech-recognition.,80
Gemma-4-26B-A4B-NVFP4,Gemma,nvidia,https://huggingface.co/nvidia/Gemma-4-26B-A4B-NVFP4,text-generation,2026-05-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/Gemma-4-26B-A4B-NVFP4,,,Gemma-4-26B-A4B-NVFP4 is an AI model developed by nvidia for text-generation.,80
Qwen3-30B-A3B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-30B-A3B,text-generation,2025-04-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-30B-A3B,,,Qwen3-30B-A3B is an AI model developed by Qwen for text-generation.,80
sam3,sam3,facebook,https://huggingface.co/facebook/sam3,mask-generation,2025-11-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/facebook/sam3,,,sam3 is an AI model developed by facebook for mask-generation.,80
GLM-4.7-Flash,GLM,zai-org,https://huggingface.co/zai-org/GLM-4.7-Flash,text-generation,2026-01-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/zai-org/GLM-4.7-Flash,,,GLM-4.7-Flash is an AI model developed by zai-org for text-generation.,80
Depth-Anything-V2-Small-hf,Depth,depth-anything,https://huggingface.co/depth-anything/Depth-Anything-V2-Small-hf,depth-estimation,2024-06-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/depth-anything/Depth-Anything-V2-Small-hf,,,Depth-Anything-V2-Small-hf is an AI model developed by depth-anything for depth-estimation.,80
bert-base-multilingual-cased,bert,google-bert,https://huggingface.co/google-bert/bert-base-multilingual-cased,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google-bert/bert-base-multilingual-cased,,,bert-base-multilingual-cased is an AI model developed by google-bert for fill-mask.,80
Qwen3-4B-Base,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-4B-Base,text-generation,2025-04-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-4B-Base,,,Qwen3-4B-Base is an AI model developed by Qwen for text-generation.,80
timesfm-2.5-200m-pytorch,timesfm,google,https://huggingface.co/google/timesfm-2.5-200m-pytorch,time-series-forecasting,2025-09-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/timesfm-2.5-200m-pytorch,,,timesfm-2.5-200m-pytorch is an AI model developed by google for time-series-forecasting.,80
wav2vec2-large-voxrex-swedish,wav2vec2,KBLab,https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,,,wav2vec2-large-voxrex-swedish is an AI model developed by KBLab for automatic-speech-recognition.,80
Qwen2.5-Coder-14B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct,text-generation,2024-11-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct,,,Qwen2.5-Coder-14B-Instruct is an AI model developed by Qwen for text-generation.,80
chatterbox,chatterbox,ResembleAI,https://huggingface.co/ResembleAI/chatterbox,text-to-speech,2025-04-24,text,text,N/A,Open-weight,N/A,https://huggingface.co/ResembleAI/chatterbox,,,chatterbox is an AI model developed by ResembleAI for text-to-speech.,80
parakeet-tdt-0.6b-v3,parakeet,mlx-community,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v3,automatic-speech-recognition,2025-08-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v3,,,parakeet-tdt-0.6b-v3 is an AI model developed by mlx-community for automatic-speech-recognition.,80
llava-1.5-7b-hf,llava,llava-hf,https://huggingface.co/llava-hf/llava-1.5-7b-hf,image-text-to-text,2023-12-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/llava-hf/llava-1.5-7b-hf,,,llava-1.5-7b-hf is an AI model developed by llava-hf for image-text-to-text.,80
wav2vec2-large-xlsr-53-telugu,wav2vec2,anuragshas,https://huggingface.co/anuragshas/wav2vec2-large-xlsr-53-telugu,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/anuragshas/wav2vec2-large-xlsr-53-telugu,,,wav2vec2-large-xlsr-53-telugu is an AI model developed by anuragshas for automatic-speech-recognition.,80
multilingual-e5-large-instruct,multilingual,intfloat,https://huggingface.co/intfloat/multilingual-e5-large-instruct,feature-extraction,2024-02-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/intfloat/multilingual-e5-large-instruct,,,multilingual-e5-large-instruct is an AI model developed by intfloat for feature-extraction.,80
Qwen3-1.7B-Base,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-1.7B-Base,text-generation,2025-04-28,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-1.7B-Base,,,Qwen3-1.7B-Base is an AI model developed by Qwen for text-generation.,80
siglip2-base-patch16-256,siglip2,google,https://huggingface.co/google/siglip2-base-patch16-256,zero-shot-image-classification,2025-02-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/siglip2-base-patch16-256,,,siglip2-base-patch16-256 is an AI model developed by google for zero-shot-image-classification.,80
stsb-bert-tiny-safetensors,stsb,sentence-transformers-testing,https://huggingface.co/sentence-transformers-testing/stsb-bert-tiny-safetensors,sentence-similarity,2023-11-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers-testing/stsb-bert-tiny-safetensors,,,stsb-bert-tiny-safetensors is an AI model developed by sentence-transformers-testing for sentence-similarity.,80
resnet18.a1_in1k,resnet18.a1_in1k,timm,https://huggingface.co/timm/resnet18.a1_in1k,image-classification,2023-04-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/timm/resnet18.a1_in1k,,,resnet18.a1_in1k is an AI model developed by timm for image-classification.,80
DeepSeek-V4-Flash,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash,text-generation,2026-04-22,text,text,N/A,Open-weight,N/A,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash,,,DeepSeek-V4-Flash is an AI model developed by deepseek-ai for text-generation.,80
blip-image-captioning-base,blip,Salesforce,https://huggingface.co/Salesforce/blip-image-captioning-base,image-to-text,2022-12-12,text,text,N/A,Open-weight,N/A,https://huggingface.co/Salesforce/blip-image-captioning-base,,,blip-image-captioning-base is an AI model developed by Salesforce for image-to-text.,80
wav2vec2-large-xlsr-53-persian,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-persian,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-persian,,,wav2vec2-large-xlsr-53-persian is an AI model developed by jonatasgrosman for automatic-speech-recognition.,80
bigvgan_v2_22khz_80band_256x,bigvgan_v2_22khz_80band_256x,nvidia,https://huggingface.co/nvidia/bigvgan_v2_22khz_80band_256x,audio-to-audio,2024-07-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/bigvgan_v2_22khz_80band_256x,,,bigvgan_v2_22khz_80band_256x is an AI model developed by nvidia for audio-to-audio.,80
whisper-base,whisper,openai,https://huggingface.co/openai/whisper-base,automatic-speech-recognition,2022-09-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/openai/whisper-base,,,whisper-base is an AI model developed by openai for automatic-speech-recognition.,80
filipino-wav2vec2-l-xls-r-300m-official,filipino,Khalsuu,https://huggingface.co/Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,automatic-speech-recognition,2022-05-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,,,filipino-wav2vec2-l-xls-r-300m-official is an AI model developed by Khalsuu for automatic-speech-recognition.,80
paraphrase-mpnet-base-v2,paraphrase,sentence-transformers,https://huggingface.co/sentence-transformers/paraphrase-mpnet-base-v2,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers/paraphrase-mpnet-base-v2,,,paraphrase-mpnet-base-v2 is an AI model developed by sentence-transformers for sentence-similarity.,80
ms-marco-MiniLM-L12-v2,ms,cross-encoder,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L12-v2,text-ranking,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L12-v2,,,ms-marco-MiniLM-L12-v2 is an AI model developed by cross-encoder for text-ranking.,80
e5-large-v2,e5,intfloat,https://huggingface.co/intfloat/e5-large-v2,sentence-similarity,2023-05-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/intfloat/e5-large-v2,,,e5-large-v2 is an AI model developed by intfloat for sentence-similarity.,80
faster-whisper-base,faster,Systran,https://huggingface.co/Systran/faster-whisper-base,automatic-speech-recognition,2023-11-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/Systran/faster-whisper-base,,,faster-whisper-base is an AI model developed by Systran for automatic-speech-recognition.,80
gemma-3-4b-it,gemma,google,https://huggingface.co/google/gemma-3-4b-it,image-text-to-text,2025-02-20,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/gemma-3-4b-it,,,gemma-3-4b-it is an AI model developed by google for image-text-to-text.,80
Qwen-Image-Edit_ComfyUI,Qwen,Comfy-Org,https://huggingface.co/Comfy-Org/Qwen-Image-Edit_ComfyUI,General ML,2025-08-19,text,text,N/A,Open-weight,N/A,https://huggingface.co/Comfy-Org/Qwen-Image-Edit_ComfyUI,,,Qwen-Image-Edit_ComfyUI is an AI model developed by Comfy-Org for general ML tasks.,80
tiny-Qwen3ForCausalLM,tiny,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-Qwen3ForCausalLM,text-generation,2025-05-05,text,text,N/A,Open-weight,N/A,https://huggingface.co/trl-internal-testing/tiny-Qwen3ForCausalLM,,,tiny-Qwen3ForCausalLM is an AI model developed by trl-internal-testing for text-generation.,80
bert-base-NER,bert,dslim,https://huggingface.co/dslim/bert-base-NER,token-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/dslim/bert-base-NER,,,bert-base-NER is an AI model developed by dslim for token-classification.,80
moondream2,moondream2,vikhyatk,https://huggingface.co/vikhyatk/moondream2,image-text-to-text,2024-03-04,text,text,N/A,Open-weight,N/A,https://huggingface.co/vikhyatk/moondream2,,,moondream2 is an AI model developed by vikhyatk for image-text-to-text.,80
tf_efficientnetv2_s.in21k_ft_in1k,tf_efficientnetv2_s.in21k_ft_in1k,timm,https://huggingface.co/timm/tf_efficientnetv2_s.in21k_ft_in1k,image-classification,2022-12-13,text,text,N/A,Open-weight,N/A,https://huggingface.co/timm/tf_efficientnetv2_s.in21k_ft_in1k,,,tf_efficientnetv2_s.in21k_ft_in1k is an AI model developed by timm for image-classification.,80
multi-qa-mpnet-base-dot-v1,multi,sentence-transformers,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,,,multi-qa-mpnet-base-dot-v1 is an AI model developed by sentence-transformers for sentence-similarity.,80
whisper-tiny,whisper,openai,https://huggingface.co/openai/whisper-tiny,automatic-speech-recognition,2022-09-26,text,text,N/A,Open-weight,N/A,https://huggingface.co/openai/whisper-tiny,,,whisper-tiny is an AI model developed by openai for automatic-speech-recognition.,80
paraphrase-MiniLM-L6-v2,paraphrase,sentence-transformers,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L6-v2,sentence-similarity,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L6-v2,,,paraphrase-MiniLM-L6-v2 is an AI model developed by sentence-transformers for sentence-similarity.,80
Gemma-4-31B-IT-NVFP4,Gemma,nvidia,https://huggingface.co/nvidia/Gemma-4-31B-IT-NVFP4,text-generation,2026-04-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/Gemma-4-31B-IT-NVFP4,,,Gemma-4-31B-IT-NVFP4 is an AI model developed by nvidia for text-generation.,80
Qwen3-Coder-Next-FP8,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Coder-Next-FP8,text-generation,2026-02-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-Coder-Next-FP8,,,Qwen3-Coder-Next-FP8 is an AI model developed by Qwen for text-generation.,80
Llama-3.2-3B-Instruct,Llama,meta-llama,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,text-generation,2024-09-18,text,text,N/A,Open-weight,N/A,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,,,Llama-3.2-3B-Instruct is an AI model developed by meta-llama for text-generation.,80
voice-activity-detection,voice,pyannote,https://huggingface.co/pyannote/voice-activity-detection,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/pyannote/voice-activity-detection,,,voice-activity-detection is an AI model developed by pyannote for automatic-speech-recognition.,80
Qwen3-14B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-14B,text-generation,2025-04-27,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-14B,,,Qwen3-14B is an AI model developed by Qwen for text-generation.,80
OTel-LLM-E4B-IT,OTel,farbodtavakkoli,https://huggingface.co/farbodtavakkoli/OTel-LLM-E4B-IT,text-generation,2026-06-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/farbodtavakkoli/OTel-LLM-E4B-IT,,,OTel-LLM-E4B-IT is an AI model developed by farbodtavakkoli for text-generation.,80
mobilebert-uncased,mobilebert,google,https://huggingface.co/google/mobilebert-uncased,General ML,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/mobilebert-uncased,,,mobilebert-uncased is an AI model developed by google for general ML tasks.,80
wav2vec2-large-xls-r-300m-Urdu,wav2vec2,kingabzpro,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu,,,wav2vec2-large-xls-r-300m-Urdu is an AI model developed by kingabzpro for automatic-speech-recognition.,80
Qwen2.5-0.5B,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-0.5B,text-generation,2024-09-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-0.5B,,,Qwen2.5-0.5B is an AI model developed by Qwen for text-generation.,80
Cosmos3-Edge,Cosmos3,nvidia,https://huggingface.co/nvidia/Cosmos3-Edge,General ML,2026-07-01,text,text,N/A,Open-weight,N/A,https://huggingface.co/nvidia/Cosmos3-Edge,,,Cosmos3-Edge is an AI model developed by nvidia for general ML tasks.,80
bert-large-portuguese-cased,bert,neuralmind,https://huggingface.co/neuralmind/bert-large-portuguese-cased,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/neuralmind/bert-large-portuguese-cased,,,bert-large-portuguese-cased is an AI model developed by neuralmind for fill-mask.,80
vit-base-patch16-224-in21k,vit,google,https://huggingface.co/google/vit-base-patch16-224-in21k,image-feature-extraction,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/vit-base-patch16-224-in21k,,,vit-base-patch16-224-in21k is an AI model developed by google for image-feature-extraction.,80
docling-layout-heron,docling,docling-project,https://huggingface.co/docling-project/docling-layout-heron,General ML,2025-04-15,text,text,N/A,Open-weight,N/A,https://huggingface.co/docling-project/docling-layout-heron,,,docling-layout-heron is an AI model developed by docling-project for general ML tasks.,80
GLM-5.3-Flash,GLM,zai-org,https://huggingface.co/zai-org/GLM-5.3-Flash,image-text-to-text,2026-08-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/zai-org/GLM-5.3-Flash,,,GLM-5.3-Flash is an AI model developed by zai-org for image-text-to-text.,80
Qwen3.5-35B-A3B-FP8,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-35B-A3B-FP8,image-text-to-text,2026-02-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3.5-35B-A3B-FP8,,,Qwen3.5-35B-A3B-FP8 is an AI model developed by Qwen for image-text-to-text.,80
clip-vit-base-patch16,clip,openai,https://huggingface.co/openai/clip-vit-base-patch16,zero-shot-image-classification,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/openai/clip-vit-base-patch16,,,clip-vit-base-patch16 is an AI model developed by openai for zero-shot-image-classification.,80
LTX-2.5,LTX,Lightricks,https://huggingface.co/Lightricks/LTX-2.5,image-to-video,2026-07-23,text,text,N/A,Open-weight,N/A,https://huggingface.co/Lightricks/LTX-2.5,,,LTX-2.5 is an AI model developed by Lightricks for image-to-video.,80
grounding-dino-base,grounding,IDEA-Research,https://huggingface.co/IDEA-Research/grounding-dino-base,zero-shot-object-detection,2023-09-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/IDEA-Research/grounding-dino-base,,,grounding-dino-base is an AI model developed by IDEA-Research for zero-shot-object-detection.,80
fairface_age_image_detection,fairface_age_image_detection,dima806,https://huggingface.co/dima806/fairface_age_image_detection,image-classification,2024-12-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/dima806/fairface_age_image_detection,,,fairface_age_image_detection is an AI model developed by dima806 for image-classification.,80
opus-mt-nl-en,opus,Helsinki-NLP,https://huggingface.co/Helsinki-NLP/opus-mt-nl-en,translation,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/Helsinki-NLP/opus-mt-nl-en,,,opus-mt-nl-en is an AI model developed by Helsinki-NLP for translation.,80
stanford-deidentifier-base,stanford,StanfordAIMI,https://huggingface.co/StanfordAIMI/stanford-deidentifier-base,token-classification,2022-06-16,text,text,N/A,Open-weight,N/A,https://huggingface.co/StanfordAIMI/stanford-deidentifier-base,,,stanford-deidentifier-base is an AI model developed by StanfordAIMI for token-classification.,80
siglip2-base-patch16-224,siglip2,google,https://huggingface.co/google/siglip2-base-patch16-224,zero-shot-image-classification,2025-02-17,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/siglip2-base-patch16-224,,,siglip2-base-patch16-224 is an AI model developed by google for zero-shot-image-classification.,80
Qwen3-VL-Reranker-2B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-VL-Reranker-2B,text-ranking,2026-01-07,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen3-VL-Reranker-2B,,,Qwen3-VL-Reranker-2B is an AI model developed by Qwen for text-ranking.,80
wav2vec2-large-xlsr-53-th,wav2vec2,airesearch,https://huggingface.co/airesearch/wav2vec2-large-xlsr-53-th,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/airesearch/wav2vec2-large-xlsr-53-th,,,wav2vec2-large-xlsr-53-th is an AI model developed by airesearch for automatic-speech-recognition.,80
Qwen2.5-Coder-32B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,text-generation,2024-11-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,,,Qwen2.5-Coder-32B-Instruct is an AI model developed by Qwen for text-generation.,80
flan-t5-base,flan,google,https://huggingface.co/google/flan-t5-base,General ML,2022-10-21,text,text,N/A,Open-weight,N/A,https://huggingface.co/google/flan-t5-base,,,flan-t5-base is an AI model developed by google for general ML tasks.,80
stable-diffusion-v1-5,stable,stable-diffusion-v1-5,https://huggingface.co/stable-diffusion-v1-5/stable-diffusion-v1-5,text-to-image,2024-08-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/stable-diffusion-v1-5/stable-diffusion-v1-5,,,stable-diffusion-v1-5 is an AI model developed by stable-diffusion-v1-5 for text-to-image.,80
TinyLlama-1.1B-Chat-v1.0,TinyLlama,TinyLlama,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0,text-generation,2023-12-30,text,text,N/A,Open-weight,N/A,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0,,,TinyLlama-1.1B-Chat-v1.0 is an AI model developed by TinyLlama for text-generation.,80
distilroberta-base,distilroberta,distilbert,https://huggingface.co/distilbert/distilroberta-base,fill-mask,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/distilbert/distilroberta-base,,,distilroberta-base is an AI model developed by distilbert for fill-mask.,80
parakeet-tdt-0.6b-v2,parakeet,mlx-community,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v2,automatic-speech-recognition,2025-05-06,text,text,N/A,Open-weight,N/A,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v2,,,parakeet-tdt-0.6b-v2 is an AI model developed by mlx-community for automatic-speech-recognition.,80
WanVideo_comfy,WanVideo_comfy,Kijai,https://huggingface.co/Kijai/WanVideo_comfy,General ML,2025-02-25,text,text,N/A,Open-weight,N/A,https://huggingface.co/Kijai/WanVideo_comfy,,,WanVideo_comfy is an AI model developed by Kijai for general ML tasks.,80
wav2vec2-xls-r-300m-cs-250,wav2vec2,comodoro,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,automatic-speech-recognition,2022-03-02,text,text,N/A,Open-weight,N/A,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,,,wav2vec2-xls-r-300m-cs-250 is an AI model developed by comodoro for automatic-speech-recognition.,80
vitpose-plus-base,vitpose,usyd-community,https://huggingface.co/usyd-community/vitpose-plus-base,keypoint-detection,2025-01-08,text,text,N/A,Open-weight,N/A,https://huggingface.co/usyd-community/vitpose-plus-base,,,vitpose-plus-base is an AI model developed by usyd-community for keypoint-detection.,80
