model_name,model_family,company_creator,official_website,model_category,release_date,input_modalities,output_modalities,context_window,open_weights_status,license,huggingface_url,github_url,logo_url,description,quality_score
Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,Gemma,HauhauCS,https://huggingface.co/HauhauCS/Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,image-text-to-text,2026-04-02,text,text,,Open-weight,,https://huggingface.co/HauhauCS/Gemma-4-E4B-Uncensored-HauhauCS-Aggressive,,,"Gemma-4-E4B-Uncensored-HauhauCS-Aggressive is a high-performance open-weight AI model developed by HauhauCS, optimized for image-text-to-text applications and production workflows.",80
Voxtral-Mini-4B-Realtime-2602,Voxtral,mistralai,https://huggingface.co/mistralai/Voxtral-Mini-4B-Realtime-2602,automatic-speech-recognition,2026-01-21,text,text,,Open-weight,,https://huggingface.co/mistralai/Voxtral-Mini-4B-Realtime-2602,,,"Voxtral-Mini-4B-Realtime-2602 is a high-performance open-weight AI model developed by mistralai, optimized for automatic-speech-recognition applications and production workflows.",80
SmolLM2-135M,SmolLM2,HuggingFaceTB,https://huggingface.co/HuggingFaceTB/SmolLM2-135M,text-generation,2024-10-31,text,text,,Open-weight,,https://huggingface.co/HuggingFaceTB/SmolLM2-135M,,,"SmolLM2-135M is a high-performance open-weight AI model developed by HuggingFaceTB, optimized for text-generation applications and production workflows.",80
Qwen3-Embedding-4B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Embedding-4B,feature-extraction,2025-06-03,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-Embedding-4B,,,"Qwen3-Embedding-4B is a high-performance open-weight AI model developed by Qwen, optimized for feature-extraction applications and production workflows.",80
spkrec-ecapa-voxceleb,spkrec,speechbrain,https://huggingface.co/speechbrain/spkrec-ecapa-voxceleb,General ML,2022-03-02,text,text,,Open-weight,,https://huggingface.co/speechbrain/spkrec-ecapa-voxceleb,,,"spkrec-ecapa-voxceleb is a high-performance open-weight AI model developed by speechbrain, optimized for General ML applications and production workflows.",80
tiny-Qwen2ForSequenceClassification-2.5,tiny,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-Qwen2ForSequenceClassification-2.5,text-classification,2025-01-14,text,text,,Open-weight,,https://huggingface.co/trl-internal-testing/tiny-Qwen2ForSequenceClassification-2.5,,,"tiny-Qwen2ForSequenceClassification-2.5 is a high-performance open-weight AI model developed by trl-internal-testing, optimized for text-classification applications and production workflows.",80
bge-base-en,bge,BAAI,https://huggingface.co/BAAI/bge-base-en,feature-extraction,2023-08-05,text,text,,Open-weight,,https://huggingface.co/BAAI/bge-base-en,,,"bge-base-en is a high-performance open-weight AI model developed by BAAI, optimized for feature-extraction applications and production workflows.",80
Qwen2.5-32B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,text-generation,2024-09-17,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,,,"Qwen2.5-32B-Instruct is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
w2v-bert-2.0,w2v,facebook,https://huggingface.co/facebook/w2v-bert-2.0,feature-extraction,2023-12-19,text,text,,Open-weight,,https://huggingface.co/facebook/w2v-bert-2.0,,,"w2v-bert-2.0 is a high-performance open-weight AI model developed by facebook, optimized for feature-extraction applications and production workflows.",80
Bio_ClinicalBERT,Bio_ClinicalBERT,emilyalsentzer,https://huggingface.co/emilyalsentzer/Bio_ClinicalBERT,fill-mask,2022-03-02,text,text,,Open-weight,,https://huggingface.co/emilyalsentzer/Bio_ClinicalBERT,,,"Bio_ClinicalBERT is a high-performance open-weight AI model developed by emilyalsentzer, optimized for fill-mask applications and production workflows.",80
chronos-bolt-tiny,chronos,autogluon,https://huggingface.co/autogluon/chronos-bolt-tiny,time-series-forecasting,2024-11-13,text,text,,Open-weight,,https://huggingface.co/autogluon/chronos-bolt-tiny,,,"chronos-bolt-tiny is a high-performance open-weight AI model developed by autogluon, optimized for time-series-forecasting applications and production workflows.",80
Kimi-K3,Kimi,moonshotai,https://huggingface.co/moonshotai/Kimi-K3,image-text-to-text,2026-06-13,text,text,,Open-weight,,https://huggingface.co/moonshotai/Kimi-K3,,,"Kimi-K3 is a high-performance open-weight AI model developed by moonshotai, optimized for image-text-to-text applications and production workflows.",80
wav2vec2-large-xlsr-53-arabic,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-arabic,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-arabic,,,"wav2vec2-large-xlsr-53-arabic is a high-performance open-weight AI model developed by jonatasgrosman, optimized for automatic-speech-recognition applications and production workflows.",80
fashion-clip,fashion,patrickjohncyh,https://huggingface.co/patrickjohncyh/fashion-clip,zero-shot-image-classification,2023-02-21,text,text,,Open-weight,,https://huggingface.co/patrickjohncyh/fashion-clip,,,"fashion-clip is a high-performance open-weight AI model developed by patrickjohncyh, optimized for zero-shot-image-classification applications and production workflows.",80
esmfold_v1,esmfold_v1,facebook,https://huggingface.co/facebook/esmfold_v1,General ML,2022-11-01,text,text,,Open-weight,,https://huggingface.co/facebook/esmfold_v1,,,"esmfold_v1 is a high-performance open-weight AI model developed by facebook, optimized for General ML applications and production workflows.",80
mmarco-mMiniLMv2-L12-H384-v1,mmarco,cross-encoder,https://huggingface.co/cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,text-ranking,2022-06-01,text,text,,Open-weight,,https://huggingface.co/cross-encoder/mmarco-mMiniLMv2-L12-H384-v1,,,"mmarco-mMiniLMv2-L12-H384-v1 is a high-performance open-weight AI model developed by cross-encoder, optimized for text-ranking applications and production workflows.",80
koelectra-small-v3-nsmc,koelectra,daekeun-ml,https://huggingface.co/daekeun-ml/koelectra-small-v3-nsmc,text-classification,2022-03-02,text,text,,Open-weight,,https://huggingface.co/daekeun-ml/koelectra-small-v3-nsmc,,,"koelectra-small-v3-nsmc is a high-performance open-weight AI model developed by daekeun-ml, optimized for text-classification applications and production workflows.",80
embeddinggemma-300m,embeddinggemma,google,https://huggingface.co/google/embeddinggemma-300m,sentence-similarity,2025-07-17,text,text,,Open-weight,,https://huggingface.co/google/embeddinggemma-300m,,,"embeddinggemma-300m is a high-performance open-weight AI model developed by google, optimized for sentence-similarity applications and production workflows.",80
Qwen3.5-35B-A3B,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,image-text-to-text,2026-02-24,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3.5-35B-A3B,,,"Qwen3.5-35B-A3B is a high-performance open-weight AI model developed by Qwen, optimized for image-text-to-text applications and production workflows.",80
Qwen3.5-27B,Qwen3.5,Qwen,https://huggingface.co/Qwen/Qwen3.5-27B,image-text-to-text,2026-02-24,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3.5-27B,,,"Qwen3.5-27B is a high-performance open-weight AI model developed by Qwen, optimized for image-text-to-text applications and production workflows.",80
chronos-bolt-base,chronos,autogluon,https://huggingface.co/autogluon/chronos-bolt-base,time-series-forecasting,2024-11-13,text,text,,Open-weight,,https://huggingface.co/autogluon/chronos-bolt-base,,,"chronos-bolt-base is a high-performance open-weight AI model developed by autogluon, optimized for time-series-forecasting applications and production workflows.",80
nomic-embed-text-v2-moe,nomic,nomic-ai,https://huggingface.co/nomic-ai/nomic-embed-text-v2-moe,sentence-similarity,2025-02-07,text,text,,Open-weight,,https://huggingface.co/nomic-ai/nomic-embed-text-v2-moe,,,"nomic-embed-text-v2-moe is a high-performance open-weight AI model developed by nomic-ai, optimized for sentence-similarity applications and production workflows.",80
docling-models,docling,docling-project,https://huggingface.co/docling-project/docling-models,General ML,2024-07-02,text,text,,Open-weight,,https://huggingface.co/docling-project/docling-models,,,"docling-models is a high-performance open-weight AI model developed by docling-project, optimized for General ML applications and production workflows.",80
Qwen2-VL-2B-Instruct,Qwen2,Qwen,https://huggingface.co/Qwen/Qwen2-VL-2B-Instruct,image-text-to-text,2024-08-28,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen2-VL-2B-Instruct,,,"Qwen2-VL-2B-Instruct is a high-performance open-weight AI model developed by Qwen, optimized for image-text-to-text applications and production workflows.",80
distilgpt2,distilgpt2,distilbert,https://huggingface.co/distilbert/distilgpt2,text-generation,2022-03-02,text,text,,Open-weight,,https://huggingface.co/distilbert/distilgpt2,,,"distilgpt2 is a high-performance open-weight AI model developed by distilbert, optimized for text-generation applications and production workflows.",80
Qwen3.6-27B-NVFP4,Qwen3.6,unsloth,https://huggingface.co/unsloth/Qwen3.6-27B-NVFP4,image-text-to-text,2026-04-23,text,text,,Open-weight,,https://huggingface.co/unsloth/Qwen3.6-27B-NVFP4,,,"Qwen3.6-27B-NVFP4 is a high-performance open-weight AI model developed by unsloth, optimized for image-text-to-text applications and production workflows.",80
segmentation,segmentation,pyannote,https://huggingface.co/pyannote/segmentation,voice-activity-detection,2022-03-02,text,text,,Open-weight,,https://huggingface.co/pyannote/segmentation,,,"segmentation is a high-performance open-weight AI model developed by pyannote, optimized for voice-activity-detection applications and production workflows.",80
musicgen-medium,musicgen,facebook,https://huggingface.co/facebook/musicgen-medium,text-to-audio,2023-06-08,text,text,,Open-weight,,https://huggingface.co/facebook/musicgen-medium,,,"musicgen-medium is a high-performance open-weight AI model developed by facebook, optimized for text-to-audio applications and production workflows.",80
siglip-base-patch16-224,siglip,google,https://huggingface.co/google/siglip-base-patch16-224,zero-shot-image-classification,2023-09-30,text,text,,Open-weight,,https://huggingface.co/google/siglip-base-patch16-224,,,"siglip-base-patch16-224 is a high-performance open-weight AI model developed by google, optimized for zero-shot-image-classification applications and production workflows.",80
TRELLIS.2-4B,TRELLIS.2,microsoft,https://huggingface.co/microsoft/TRELLIS.2-4B,image-to-3d,2025-12-01,text,text,,Open-weight,,https://huggingface.co/microsoft/TRELLIS.2-4B,,,"TRELLIS.2-4B is a high-performance open-weight AI model developed by microsoft, optimized for image-to-3d applications and production workflows.",80
jina-embeddings-v3,jina,jinaai,https://huggingface.co/jinaai/jina-embeddings-v3,feature-extraction,2024-09-05,text,text,,Open-weight,,https://huggingface.co/jinaai/jina-embeddings-v3,,,"jina-embeddings-v3 is a high-performance open-weight AI model developed by jinaai, optimized for feature-extraction applications and production workflows.",80
GLM-OCR,GLM,zai-org,https://huggingface.co/zai-org/GLM-OCR,image-to-text,2026-01-30,text,text,,Open-weight,,https://huggingface.co/zai-org/GLM-OCR,,,"GLM-OCR is a high-performance open-weight AI model developed by zai-org, optimized for image-to-text applications and production workflows.",80
resnet50.a1_in1k,resnet50.a1_in1k,timm,https://huggingface.co/timm/resnet50.a1_in1k,image-classification,2023-04-05,text,text,,Open-weight,,https://huggingface.co/timm/resnet50.a1_in1k,,,"resnet50.a1_in1k is a high-performance open-weight AI model developed by timm, optimized for image-classification applications and production workflows.",80
DeepSeek-V3.2,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V3.2,text-generation,2025-12-01,text,text,,Open-weight,,https://huggingface.co/deepseek-ai/DeepSeek-V3.2,,,"DeepSeek-V3.2 is a high-performance open-weight AI model developed by deepseek-ai, optimized for text-generation applications and production workflows.",80
romanian-wav2vec2,romanian,gigant,https://huggingface.co/gigant/romanian-wav2vec2,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/gigant/romanian-wav2vec2,,,"romanian-wav2vec2 is a high-performance open-weight AI model developed by gigant, optimized for automatic-speech-recognition applications and production workflows.",80
Gemma-4-26B-A4B-NVFP4,Gemma,nvidia,https://huggingface.co/nvidia/Gemma-4-26B-A4B-NVFP4,text-generation,2026-05-01,text,text,,Open-weight,,https://huggingface.co/nvidia/Gemma-4-26B-A4B-NVFP4,,,"Gemma-4-26B-A4B-NVFP4 is a high-performance open-weight AI model developed by nvidia, optimized for text-generation applications and production workflows.",80
Qwen3-30B-A3B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-30B-A3B,text-generation,2025-04-27,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-30B-A3B,,,"Qwen3-30B-A3B is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
sam3,sam3,facebook,https://huggingface.co/facebook/sam3,mask-generation,2025-11-07,text,text,,Open-weight,,https://huggingface.co/facebook/sam3,,,"sam3 is a high-performance open-weight AI model developed by facebook, optimized for mask-generation applications and production workflows.",80
GLM-4.7-Flash,GLM,zai-org,https://huggingface.co/zai-org/GLM-4.7-Flash,text-generation,2026-01-19,text,text,,Open-weight,,https://huggingface.co/zai-org/GLM-4.7-Flash,,,"GLM-4.7-Flash is a high-performance open-weight AI model developed by zai-org, optimized for text-generation applications and production workflows.",80
Depth-Anything-V2-Small-hf,Depth,depth-anything,https://huggingface.co/depth-anything/Depth-Anything-V2-Small-hf,depth-estimation,2024-06-18,text,text,,Open-weight,,https://huggingface.co/depth-anything/Depth-Anything-V2-Small-hf,,,"Depth-Anything-V2-Small-hf is a high-performance open-weight AI model developed by depth-anything, optimized for depth-estimation applications and production workflows.",80
bert-base-multilingual-cased,bert,google-bert,https://huggingface.co/google-bert/bert-base-multilingual-cased,fill-mask,2022-03-02,text,text,,Open-weight,,https://huggingface.co/google-bert/bert-base-multilingual-cased,,,"bert-base-multilingual-cased is a high-performance open-weight AI model developed by google-bert, optimized for fill-mask applications and production workflows.",80
Qwen3-4B-Base,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-4B-Base,text-generation,2025-04-28,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-4B-Base,,,"Qwen3-4B-Base is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
timesfm-2.5-200m-pytorch,timesfm,google,https://huggingface.co/google/timesfm-2.5-200m-pytorch,time-series-forecasting,2025-09-02,text,text,,Open-weight,,https://huggingface.co/google/timesfm-2.5-200m-pytorch,,,"timesfm-2.5-200m-pytorch is a high-performance open-weight AI model developed by google, optimized for time-series-forecasting applications and production workflows.",80
wav2vec2-large-voxrex-swedish,wav2vec2,KBLab,https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,,,"wav2vec2-large-voxrex-swedish is a high-performance open-weight AI model developed by KBLab, optimized for automatic-speech-recognition applications and production workflows.",80
Qwen2.5-Coder-14B-Instruct,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct,text-generation,2024-11-06,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct,,,"Qwen2.5-Coder-14B-Instruct is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
chatterbox,chatterbox,ResembleAI,https://huggingface.co/ResembleAI/chatterbox,text-to-speech,2025-04-24,text,text,,Open-weight,,https://huggingface.co/ResembleAI/chatterbox,,,"chatterbox is a high-performance open-weight AI model developed by ResembleAI, optimized for text-to-speech applications and production workflows.",80
parakeet-tdt-0.6b-v3,parakeet,mlx-community,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v3,automatic-speech-recognition,2025-08-16,text,text,,Open-weight,,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v3,,,"parakeet-tdt-0.6b-v3 is a high-performance open-weight AI model developed by mlx-community, optimized for automatic-speech-recognition applications and production workflows.",80
llava-1.5-7b-hf,llava,llava-hf,https://huggingface.co/llava-hf/llava-1.5-7b-hf,image-text-to-text,2023-12-05,text,text,,Open-weight,,https://huggingface.co/llava-hf/llava-1.5-7b-hf,,,"llava-1.5-7b-hf is a high-performance open-weight AI model developed by llava-hf, optimized for image-text-to-text applications and production workflows.",80
wav2vec2-large-xlsr-53-telugu,wav2vec2,anuragshas,https://huggingface.co/anuragshas/wav2vec2-large-xlsr-53-telugu,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/anuragshas/wav2vec2-large-xlsr-53-telugu,,,"wav2vec2-large-xlsr-53-telugu is a high-performance open-weight AI model developed by anuragshas, optimized for automatic-speech-recognition applications and production workflows.",80
multilingual-e5-large-instruct,multilingual,intfloat,https://huggingface.co/intfloat/multilingual-e5-large-instruct,feature-extraction,2024-02-08,text,text,,Open-weight,,https://huggingface.co/intfloat/multilingual-e5-large-instruct,,,"multilingual-e5-large-instruct is a high-performance open-weight AI model developed by intfloat, optimized for feature-extraction applications and production workflows.",80
Qwen3-1.7B-Base,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-1.7B-Base,text-generation,2025-04-28,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-1.7B-Base,,,"Qwen3-1.7B-Base is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
siglip2-base-patch16-256,siglip2,google,https://huggingface.co/google/siglip2-base-patch16-256,zero-shot-image-classification,2025-02-17,text,text,,Open-weight,,https://huggingface.co/google/siglip2-base-patch16-256,,,"siglip2-base-patch16-256 is a high-performance open-weight AI model developed by google, optimized for zero-shot-image-classification applications and production workflows.",80
stsb-bert-tiny-safetensors,stsb,sentence-transformers-testing,https://huggingface.co/sentence-transformers-testing/stsb-bert-tiny-safetensors,sentence-similarity,2023-11-06,text,text,,Open-weight,,https://huggingface.co/sentence-transformers-testing/stsb-bert-tiny-safetensors,,,"stsb-bert-tiny-safetensors is a high-performance open-weight AI model developed by sentence-transformers-testing, optimized for sentence-similarity applications and production workflows.",80
resnet18.a1_in1k,resnet18.a1_in1k,timm,https://huggingface.co/timm/resnet18.a1_in1k,image-classification,2023-04-05,text,text,,Open-weight,,https://huggingface.co/timm/resnet18.a1_in1k,,,"resnet18.a1_in1k is a high-performance open-weight AI model developed by timm, optimized for image-classification applications and production workflows.",80
DeepSeek-V4-Flash,DeepSeek,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash,text-generation,2026-04-22,text,text,,Open-weight,,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash,,,"DeepSeek-V4-Flash is a high-performance open-weight AI model developed by deepseek-ai, optimized for text-generation applications and production workflows.",80
blip-image-captioning-base,blip,Salesforce,https://huggingface.co/Salesforce/blip-image-captioning-base,image-to-text,2022-12-12,text,text,,Open-weight,,https://huggingface.co/Salesforce/blip-image-captioning-base,,,"blip-image-captioning-base is a high-performance open-weight AI model developed by Salesforce, optimized for image-to-text applications and production workflows.",80
wav2vec2-large-xlsr-53-persian,wav2vec2,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-persian,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-persian,,,"wav2vec2-large-xlsr-53-persian is a high-performance open-weight AI model developed by jonatasgrosman, optimized for automatic-speech-recognition applications and production workflows.",80
bigvgan_v2_22khz_80band_256x,bigvgan_v2_22khz_80band_256x,nvidia,https://huggingface.co/nvidia/bigvgan_v2_22khz_80band_256x,audio-to-audio,2024-07-15,text,text,,Open-weight,,https://huggingface.co/nvidia/bigvgan_v2_22khz_80band_256x,,,"bigvgan_v2_22khz_80band_256x is a high-performance open-weight AI model developed by nvidia, optimized for audio-to-audio applications and production workflows.",80
whisper-base,whisper,openai,https://huggingface.co/openai/whisper-base,automatic-speech-recognition,2022-09-26,text,text,,Open-weight,,https://huggingface.co/openai/whisper-base,,,"whisper-base is a high-performance open-weight AI model developed by openai, optimized for automatic-speech-recognition applications and production workflows.",80
filipino-wav2vec2-l-xls-r-300m-official,filipino,Khalsuu,https://huggingface.co/Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,automatic-speech-recognition,2022-05-13,text,text,,Open-weight,,https://huggingface.co/Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,,,"filipino-wav2vec2-l-xls-r-300m-official is a high-performance open-weight AI model developed by Khalsuu, optimized for automatic-speech-recognition applications and production workflows.",80
paraphrase-mpnet-base-v2,paraphrase,sentence-transformers,https://huggingface.co/sentence-transformers/paraphrase-mpnet-base-v2,sentence-similarity,2022-03-02,text,text,,Open-weight,,https://huggingface.co/sentence-transformers/paraphrase-mpnet-base-v2,,,"paraphrase-mpnet-base-v2 is a high-performance open-weight AI model developed by sentence-transformers, optimized for sentence-similarity applications and production workflows.",80
ms-marco-MiniLM-L12-v2,ms,cross-encoder,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L12-v2,text-ranking,2022-03-02,text,text,,Open-weight,,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L12-v2,,,"ms-marco-MiniLM-L12-v2 is a high-performance open-weight AI model developed by cross-encoder, optimized for text-ranking applications and production workflows.",80
e5-large-v2,e5,intfloat,https://huggingface.co/intfloat/e5-large-v2,sentence-similarity,2023-05-19,text,text,,Open-weight,,https://huggingface.co/intfloat/e5-large-v2,,,"e5-large-v2 is a high-performance open-weight AI model developed by intfloat, optimized for sentence-similarity applications and production workflows.",80
faster-whisper-base,faster,Systran,https://huggingface.co/Systran/faster-whisper-base,automatic-speech-recognition,2023-11-23,text,text,,Open-weight,,https://huggingface.co/Systran/faster-whisper-base,,,"faster-whisper-base is a high-performance open-weight AI model developed by Systran, optimized for automatic-speech-recognition applications and production workflows.",80
gemma-3-4b-it,gemma,google,https://huggingface.co/google/gemma-3-4b-it,image-text-to-text,2025-02-20,text,text,,Open-weight,,https://huggingface.co/google/gemma-3-4b-it,,,"gemma-3-4b-it is a high-performance open-weight AI model developed by google, optimized for image-text-to-text applications and production workflows.",80
Qwen-Image-Edit_ComfyUI,Qwen,Comfy-Org,https://huggingface.co/Comfy-Org/Qwen-Image-Edit_ComfyUI,General ML,2025-08-19,text,text,,Open-weight,,https://huggingface.co/Comfy-Org/Qwen-Image-Edit_ComfyUI,,,"Qwen-Image-Edit_ComfyUI is a high-performance open-weight AI model developed by Comfy-Org, optimized for General ML applications and production workflows.",80
tiny-Qwen3ForCausalLM,tiny,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-Qwen3ForCausalLM,text-generation,2025-05-05,text,text,,Open-weight,,https://huggingface.co/trl-internal-testing/tiny-Qwen3ForCausalLM,,,"tiny-Qwen3ForCausalLM is a high-performance open-weight AI model developed by trl-internal-testing, optimized for text-generation applications and production workflows.",80
bert-base-NER,bert,dslim,https://huggingface.co/dslim/bert-base-NER,token-classification,2022-03-02,text,text,,Open-weight,,https://huggingface.co/dslim/bert-base-NER,,,"bert-base-NER is a high-performance open-weight AI model developed by dslim, optimized for token-classification applications and production workflows.",80
moondream2,moondream2,vikhyatk,https://huggingface.co/vikhyatk/moondream2,image-text-to-text,2024-03-04,text,text,,Open-weight,,https://huggingface.co/vikhyatk/moondream2,,,"moondream2 is a high-performance open-weight AI model developed by vikhyatk, optimized for image-text-to-text applications and production workflows.",80
tf_efficientnetv2_s.in21k_ft_in1k,tf_efficientnetv2_s.in21k_ft_in1k,timm,https://huggingface.co/timm/tf_efficientnetv2_s.in21k_ft_in1k,image-classification,2022-12-13,text,text,,Open-weight,,https://huggingface.co/timm/tf_efficientnetv2_s.in21k_ft_in1k,,,"tf_efficientnetv2_s.in21k_ft_in1k is a high-performance open-weight AI model developed by timm, optimized for image-classification applications and production workflows.",80
multi-qa-mpnet-base-dot-v1,multi,sentence-transformers,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,sentence-similarity,2022-03-02,text,text,,Open-weight,,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,,,"multi-qa-mpnet-base-dot-v1 is a high-performance open-weight AI model developed by sentence-transformers, optimized for sentence-similarity applications and production workflows.",80
whisper-tiny,whisper,openai,https://huggingface.co/openai/whisper-tiny,automatic-speech-recognition,2022-09-26,text,text,,Open-weight,,https://huggingface.co/openai/whisper-tiny,,,"whisper-tiny is a high-performance open-weight AI model developed by openai, optimized for automatic-speech-recognition applications and production workflows.",80
paraphrase-MiniLM-L6-v2,paraphrase,sentence-transformers,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L6-v2,sentence-similarity,2022-03-02,text,text,,Open-weight,,https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L6-v2,,,"paraphrase-MiniLM-L6-v2 is a high-performance open-weight AI model developed by sentence-transformers, optimized for sentence-similarity applications and production workflows.",80
Gemma-4-31B-IT-NVFP4,Gemma,nvidia,https://huggingface.co/nvidia/Gemma-4-31B-IT-NVFP4,text-generation,2026-04-02,text,text,,Open-weight,,https://huggingface.co/nvidia/Gemma-4-31B-IT-NVFP4,,,"Gemma-4-31B-IT-NVFP4 is a high-performance open-weight AI model developed by nvidia, optimized for text-generation applications and production workflows.",80
Qwen3-Coder-Next-FP8,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-Coder-Next-FP8,text-generation,2026-02-01,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-Coder-Next-FP8,,,"Qwen3-Coder-Next-FP8 is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
Llama-3.2-3B-Instruct,Llama,meta-llama,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,text-generation,2024-09-18,text,text,,Open-weight,,https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct,,,"Llama-3.2-3B-Instruct is a high-performance open-weight AI model developed by meta-llama, optimized for text-generation applications and production workflows.",80
voice-activity-detection,voice,pyannote,https://huggingface.co/pyannote/voice-activity-detection,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/pyannote/voice-activity-detection,,,"voice-activity-detection is a high-performance open-weight AI model developed by pyannote, optimized for automatic-speech-recognition applications and production workflows.",80
Qwen3-14B,Qwen3,Qwen,https://huggingface.co/Qwen/Qwen3-14B,text-generation,2025-04-27,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen3-14B,,,"Qwen3-14B is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
OTel-LLM-E4B-IT,OTel,farbodtavakkoli,https://huggingface.co/farbodtavakkoli/OTel-LLM-E4B-IT,text-generation,2026-06-17,text,text,,Open-weight,,https://huggingface.co/farbodtavakkoli/OTel-LLM-E4B-IT,,,"OTel-LLM-E4B-IT is a high-performance open-weight AI model developed by farbodtavakkoli, optimized for text-generation applications and production workflows.",80
mobilebert-uncased,mobilebert,google,https://huggingface.co/google/mobilebert-uncased,General ML,2022-03-02,text,text,,Open-weight,,https://huggingface.co/google/mobilebert-uncased,,,"mobilebert-uncased is a high-performance open-weight AI model developed by google, optimized for General ML applications and production workflows.",80
wav2vec2-large-xls-r-300m-Urdu,wav2vec2,kingabzpro,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu,automatic-speech-recognition,2022-03-02,text,text,,Open-weight,,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu,,,"wav2vec2-large-xls-r-300m-Urdu is a high-performance open-weight AI model developed by kingabzpro, optimized for automatic-speech-recognition applications and production workflows.",80
Qwen2.5-0.5B,Qwen2.5,Qwen,https://huggingface.co/Qwen/Qwen2.5-0.5B,text-generation,2024-09-15,text,text,,Open-weight,,https://huggingface.co/Qwen/Qwen2.5-0.5B,,,"Qwen2.5-0.5B is a high-performance open-weight AI model developed by Qwen, optimized for text-generation applications and production workflows.",80
Cosmos3-Edge,Cosmos3,nvidia,https://huggingface.co/nvidia/Cosmos3-Edge,General ML,2026-07-01,text,text,,Open-weight,,https://huggingface.co/nvidia/Cosmos3-Edge,,,"Cosmos3-Edge is a high-performance open-weight AI model developed by nvidia, optimized for General ML applications and production workflows.",80
